responseTime,ProlificId,ProlificID,SubjectId,SubjectID,study_key,source,demo_age,demo_country,demo_native_language,demo_other_languages,demo_other_languages_parsed,demo_exposure_pcts,demo_exposure_total_pct,demo_read_pcts,demo_read_total_pct,demo_speak_pcts,demo_speak_total_pct,demo_formal_education_years,demo_years_current_institution,demo_highest_education,demo_native_speaking,demo_native_understanding,demo_native_reading,demo_english_speaking,demo_english_understanding,demo_english_reading,demo_english_acquire_start_age,demo_english_fluent_age,demo_english_read_start_age,demo_english_read_fluent_age,cambridge_item,cambridge_selected,cambridge_correct_answer,cambridge_item_correct,cambridge_score,cambridge_max,cambridge_cefr,onestop_level_pair,onestop_level_block_order,onestop_level_assignment_rule,onestop_reading_article_count,onestop_reading_trial_count,onestop_article_selection_mode,onestop_manual_article_numbers,recordType,Experiment,Condition,onestop_level,onestop_article_number,onestop_paragraph_number,ItemId,presentation_order,Index,Word,mousePositionX,mousePositionY,sampleTimeMs,revealMode,clickDurationMs,hoverDurationMs,relativeXInWord,relativeYInWord,totalWordsInItem,wordPositionTop,wordPositionLeft,wordPositionBottom,wordPositionRight,line_number,position_in_line,response,response_correct,onestop_block_level,onestop_paragraph_index,device,hand,prolific_pid,prolific_study_id,prolific_session_id,experiment_start_time,ParticipantId,experiment_end_time,experiment_duration,glb_ProlificId,glb_ProlificID,glb_SubjectId,glb_SubjectID,glb_study_key
2555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,1, The ,613,140,539839.0999999996,,,,,,,119.76492309570312,582.8843383789062,139.8246250152588,618.8955307006836,1,1,,,,,,,,,,,,,,,,,,
2606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,1, The ,618,141,539890,,,,,,,119.76492309570312,582.8843383789062,139.8246250152588,618.8955307006836,1,1,,,,,,,,,,,,,,,,,,
2627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,,,900,1,1, The ,580,127,,hover,184,184,0.9773928993239952,0.7801567252124603,19,109.79663562774658,579.2832191467285,149.79291248321533,618.8955192565918,1,1,,,,,,,,,,,,,,,,,,
2653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,2, coastal ,621,141,539936.8999999985,,,,,,,119.76492309570312,618.8955078125,139.8246250152588,680.9216270446777,1,2,,,,,,,,,,,,,,,,,,
2714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,2, coastal ,624,141,539998.2999999989,,,,,,,119.76492309570312,618.8955078125,139.8246250152588,680.9216270446777,1,2,,,,,,,,,,,,,,,,,,
2753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,2, coastal ,622,141,540036.3999999985,,,,,,,119.76492309570312,618.8955078125,139.8246250152588,680.9216270446777,1,2,,,,,,,,,,,,,,,,,,
2770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,,,900,1,2, coastal ,620,141,,hover,143.30000000074506,143.30000000074506,0.0016844639123948383,0.7551543980305173,19,109.79663562774658,618.8955192565918,149.79291248321533,680.9216289520264,1,2,,,,,,,,,,,,,,,,,,
2807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,1, The ,608,136,540091.0999999996,,,,,,,119.76492309570312,582.8843383789062,139.8246250152588,618.8955307006836,1,1,,,,,,,,,,,,,,,,,,
2854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,1, The ,604,136,540138.1999999993,,,,,,,119.76492309570312,582.8843383789062,139.8246250152588,618.8955307006836,1,1,,,,,,,,,,,,,,,,,,
2903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,1, The ,593,131,540187.3999999985,,,,,,,119.76492309570312,582.8843383789062,139.8246250152588,618.8955307006836,1,1,,,,,,,,,,,,,,,,,,
2946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,,,900,1,1, The ,617,139,,hover,175.7999999988824,175.7999999988824,0.0938289582519361,0.45512647184720256,19,109.79663562774658,579.2832191467285,149.79291248321533,618.8955192565918,1,1,,,,,,,,,,,,,,,,,,
2952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,-1,999,576,126,540235.7999999989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,-1,999,550,121,540285.7999999989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,-1,999,538,117,540338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,-1,999,522,114,540386.8999999985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,-1,999,520,110,540435.6999999993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,-1,999,517,96,540485.8999999985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,-1,999,517,96,540538.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,-1,999,517,96,540586.1999999993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,-1,999,517,96,540638.8999999985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,-1,999,542,101,540689.8999999985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,-1,999,541,111,540736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,-1,999,557,119,540786.6999999993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,1, The ,585,121,540835.7999999989,,,,,,,119.76492309570312,582.8843383789062,139.8246250152588,618.8955307006836,1,1,,,,,,,,,,,,,,,,,,
3606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,1, The ,593,124,540889.8999999985,,,,,,,119.76492309570312,582.8843383789062,139.8246250152588,618.8955307006836,1,1,,,,,,,,,,,,,,,,,,
3655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,1, The ,603,127,540938.5,,,,,,,119.76492309570312,582.8843383789062,139.8246250152588,618.8955307006836,1,1,,,,,,,,,,,,,,,,,,
3702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,1, The ,618,131,540986.0999999996,,,,,,,119.76492309570312,582.8843383789062,139.8246250152588,618.8955307006836,1,1,,,,,,,,,,,,,,,,,,
3709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,,,900,1,1, The ,581,121,,hover,169.80000000074506,169.80000000074506,0.9773928993239952,0.5551357805749741,19,109.79663562774658,579.2832191467285,149.79291248321533,618.8955192565918,1,1,,,,,,,,,,,,,,,,,,
3752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,2, coastal ,629,135,541035.8999999985,,,,,,,119.76492309570312,618.8955078125,139.8246250152588,680.9216270446777,1,2,,,,,,,,,,,,,,,,,,
3806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,2, coastal ,638,135,541089.8999999985,,,,,,,119.76492309570312,618.8955078125,139.8246250152588,680.9216270446777,1,2,,,,,,,,,,,,,,,,,,
3856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,2, coastal ,639,135,541140.2999999989,,,,,,,119.76492309570312,618.8955078125,139.8246250152588,680.9216270446777,1,2,,,,,,,,,,,,,,,,,,
3904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,2, coastal ,654,136,541187.8999999985,,,,,,,119.76492309570312,618.8955078125,139.8246250152588,680.9216270446777,1,2,,,,,,,,,,,,,,,,,,
3958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,2, coastal ,666,137,541241.5999999996,,,,,,,119.76492309570312,618.8955078125,139.8246250152588,680.9216270446777,1,2,,,,,,,,,,,,,,,,,,
4006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,2, coastal ,668,137,541290.2999999989,,,,,,,119.76492309570312,618.8955078125,139.8246250152588,680.9216270446777,1,2,,,,,,,,,,,,,,,,,,
4058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,2, coastal ,672,137,541341.5999999996,,,,,,,119.76492309570312,618.8955078125,139.8246250152588,680.9216270446777,1,2,,,,,,,,,,,,,,,,,,
4104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,2, coastal ,673,137,541388.1999999993,,,,,,,119.76492309570312,618.8955078125,139.8246250152588,680.9216270446777,1,2,,,,,,,,,,,,,,,,,,
4158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,2, coastal ,679,139,541441.5999999996,,,,,,,119.76492309570312,618.8955078125,139.8246250152588,680.9216270446777,1,2,,,,,,,,,,,,,,,,,,
4164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,,,900,1,2, coastal ,621,132,,hover,454.59999999962747,454.59999999962747,0.969019031477839,0.7301520708485745,19,109.79663562774658,618.8955192565918,149.79291248321533,680.9216289520264,1,2,,,,,,,,,,,,,,,,,,
4206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,3, tram ,687,140,541490,,,,,,,119.76492309570312,680.921630859375,139.8246250152588,721.9253616333008,1,3,,,,,,,,,,,,,,,,,,
4255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,3, tram ,692,141,541538.3999999985,,,,,,,119.76492309570312,680.921630859375,139.8246250152588,721.9253616333008,1,3,,,,,,,,,,,,,,,,,,
4305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,3, tram ,696,141,541588.5999999996,,,,,,,119.76492309570312,680.921630859375,139.8246250152588,721.9253616333008,1,3,,,,,,,,,,,,,,,,,,
4367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,3, tram ,696,141,541650.5,,,,,,,119.76492309570312,680.921630859375,139.8246250152588,721.9253616333008,1,3,,,,,,,,,,,,,,,,,,
4412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,3, tram ,696,141,541696.3999999985,,,,,,,119.76492309570312,680.921630859375,139.8246250152588,721.9253616333008,1,3,,,,,,,,,,,,,,,,,,
4459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,3, tram ,696,141,541742.6999999993,,,,,,,119.76492309570312,680.921630859375,139.8246250152588,721.9253616333008,1,3,,,,,,,,,,,,,,,,,,
4505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,3, tram ,696,141,541788.7999999989,,,,,,,119.76492309570312,680.921630859375,139.8246250152588,721.9253616333008,1,3,,,,,,,,,,,,,,,,,,
4558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,3, tram ,701,142,541841.5,,,,,,,119.76492309570312,680.921630859375,139.8246250152588,721.9253616333008,1,3,,,,,,,,,,,,,,,,,,
4605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,3, tram ,707,142,541889.3999999985,,,,,,,119.76492309570312,680.921630859375,139.8246250152588,721.9253616333008,1,3,,,,,,,,,,,,,,,,,,
4655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,3, tram ,715,142,541939,,,,,,,119.76492309570312,680.921630859375,139.8246250152588,721.9253616333008,1,3,,,,,,,,,,,,,,,,,,
4699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,,,900,1,3, tram ,681,139,,hover,535.4000000003725,535.4000000003725,0.9530443237280084,0.855163706758289,19,109.79663562774658,680.9216289520264,149.79291248321533,721.9253578186035,1,3,,,,,,,,,,,,,,,,,,
4703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,4, arrived ,722,144,541986.7999999989,,,,,,,119.76492309570312,721.9253540039062,139.8246250152588,781.9365463256836,1,4,,,,,,,,,,,,,,,,,,
4753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,4, arrived ,727,144,542037,,,,,,,119.76492309570312,721.9253540039062,139.8246250152588,781.9365463256836,1,4,,,,,,,,,,,,,,,,,,
4807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,4, arrived ,727,144,542091,,,,,,,119.76492309570312,721.9253540039062,139.8246250152588,781.9365463256836,1,4,,,,,,,,,,,,,,,,,,
4853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,4, arrived ,735,144,542136.5,,,,,,,119.76492309570312,721.9253540039062,139.8246250152588,781.9365463256836,1,4,,,,,,,,,,,,,,,,,,
4903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,4, arrived ,747,144,542187,,,,,,,119.76492309570312,721.9253540039062,139.8246250152588,781.9365463256836,1,4,,,,,,,,,,,,,,,,,,
4952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,4, arrived ,755,144,542235.7999999989,,,,,,,119.76492309570312,721.9253540039062,139.8246250152588,781.9365463256836,1,4,,,,,,,,,,,,,,,,,,
5002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,4, arrived ,758,144,542286,,,,,,,119.76492309570312,721.9253540039062,139.8246250152588,781.9365463256836,1,4,,,,,,,,,,,,,,,,,,
5055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,4, arrived ,768,144,542338.7999999989,,,,,,,119.76492309570312,721.9253540039062,139.8246250152588,781.9365463256836,1,4,,,,,,,,,,,,,,,,,,
5103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,4, arrived ,780,144,542386.7999999989,,,,,,,119.76492309570312,721.9253540039062,139.8246250152588,781.9365463256836,1,4,,,,,,,,,,,,,,,,,,
5107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,,,900,1,4, arrived ,722,144,,hover,407.90000000037253,407.90000000037253,0.9677299378358611,0.855163706758289,19,109.79663562774658,721.9253578186035,149.79291248321533,781.9365653991699,1,4,,,,,,,,,,,,,,,,,,
5152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,5, at ,795,143,542435.7999999989,,,,,,,119.76492309570312,781.9365844726562,139.8246250152588,801.951509475708,1,5,,,,,,,,,,,,,,,,,,
5188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,,,900,1,5, at ,782,144,,hover,81.09999999962747,81.09999999962747,0.9524608197588117,0.8051590523944032,19,109.79663562774658,781.9365653991699,149.79291248321533,801.9514932632446,1,5,,,,,,,,,,,,,,,,,,
5212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,6, the ,805,142,542496.0999999996,,,,,,,119.76492309570312,801.9514770507812,139.8246250152588,831.9738655090332,1,6,,,,,,,,,,,,,,,,,,
5255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,6, the ,810,142,542538.5,,,,,,,119.76492309570312,801.9514770507812,139.8246250152588,831.9738655090332,1,6,,,,,,,,,,,,,,,,,,
5304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,6, the ,821,141,542587.6999999993,,,,,,,119.76492309570312,801.9514770507812,139.8246250152588,831.9738655090332,1,6,,,,,,,,,,,,,,,,,,
5348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,,,900,1,6, the ,803,142,,hover,159.90000000037253,159.90000000037253,0.9675618223139255,0.7801567252124603,19,109.79663562774658,801.9514932632446,149.79291248321533,831.9738712310791,1,6,,,,,,,,,,,,,,,,,,
5355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,7, station ,833,141,542639,,,,,,,119.76492309570312,831.973876953125,139.8246250152588,890.0037269592285,1,7,,,,,,,,,,,,,,,,,,
5407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,7, station ,846,141,542691.2999999989,,,,,,,119.76492309570312,831.973876953125,139.8246250152588,890.0037269592285,1,7,,,,,,,,,,,,,,,,,,
5453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,7, station ,854,141,542737,,,,,,,119.76492309570312,831.973876953125,139.8246250152588,890.0037269592285,1,7,,,,,,,,,,,,,,,,,,
5503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,7, station ,864,140,542786.8999999985,,,,,,,119.76492309570312,831.973876953125,139.8246250152588,890.0037269592285,1,7,,,,,,,,,,,,,,,,,,
5556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,7, station ,867,140,542839.8999999985,,,,,,,119.76492309570312,831.973876953125,139.8246250152588,890.0037269592285,1,7,,,,,,,,,,,,,,,,,,
5603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,7, station ,871,140,542886.7999999989,,,,,,,119.76492309570312,831.973876953125,139.8246250152588,890.0037269592285,1,7,,,,,,,,,,,,,,,,,,
5655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,7, station ,874,139,542938.5,,,,,,,119.76492309570312,831.973876953125,139.8246250152588,890.0037269592285,1,7,,,,,,,,,,,,,,,,,,
5703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,7, station ,879,139,542986.8999999985,,,,,,,119.76492309570312,831.973876953125,139.8246250152588,890.0037269592285,1,7,,,,,,,,,,,,,,,,,,
5752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,7, station ,887,137,543035.6999999993,,,,,,,119.76492309570312,831.973876953125,139.8246250152588,890.0037269592285,1,7,,,,,,,,,,,,,,,,,,
5764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,,,900,1,7, station ,833,141,,hover,416.09999999962747,416.09999999962747,0.9827032986335027,0.6801474164846887,19,109.79663562774658,831.9738712310791,149.79291248321533,890.0037250518799,1,7,,,,,,,,,,,,,,,,,,
5803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,8, two ,894,136,543087.2999999989,,,,,,,119.76492309570312,890.0037231445312,139.8246250152588,923.0149154663086,1,8,,,,,,,,,,,,,,,,,,
5865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,8, two ,894,136,543149.0999999996,,,,,,,119.76492309570312,890.0037231445312,139.8246250152588,923.0149154663086,1,8,,,,,,,,,,,,,,,,,,
5912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,8, two ,894,136,543196,,,,,,,119.76492309570312,890.0037231445312,139.8246250152588,923.0149154663086,1,8,,,,,,,,,,,,,,,,,,
5958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,8, two ,894,136,543242.2999999989,,,,,,,119.76492309570312,890.0037231445312,139.8246250152588,923.0149154663086,1,8,,,,,,,,,,,,,,,,,,
6005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,8, two ,894,136,543288.3999999985,,,,,,,119.76492309570312,890.0037231445312,139.8246250152588,923.0149154663086,1,8,,,,,,,,,,,,,,,,,,
6067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,8, two ,894,136,543350.5,,,,,,,119.76492309570312,890.0037231445312,139.8246250152588,923.0149154663086,1,8,,,,,,,,,,,,,,,,,,
6103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,8, two ,899,136,543387.3999999985,,,,,,,119.76492309570312,890.0037231445312,139.8246250152588,923.0149154663086,1,8,,,,,,,,,,,,,,,,,,
6152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,8, two ,907,137,543436,,,,,,,119.76492309570312,890.0037231445312,139.8246250152588,923.0149154663086,1,8,,,,,,,,,,,,,,,,,,
6204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,8, two ,917,139,543487.8999999985,,,,,,,119.76492309570312,890.0037231445312,139.8246250152588,923.0149154663086,1,8,,,,,,,,,,,,,,,,,,
6224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,,,900,1,8, two ,891,137,,hover,459.90000000037253,459.90000000037253,0.9692557474809135,0.7051497436666315,19,109.79663562774658,890.0037250518799,149.79291248321533,923.0149040222168,1,8,,,,,,,,,,,,,,,,,,
6255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,9, minutes ,932,136,543538.8999999985,,,,,,,119.76492309570312,923.014892578125,139.8246250152588,991.0298156738281,1,9,,,,,,,,,,,,,,,,,,
6304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,9, minutes ,940,135,543587.5,,,,,,,119.76492309570312,923.014892578125,139.8246250152588,991.0298156738281,1,9,,,,,,,,,,,,,,,,,,
6352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,9, minutes ,947,134,543636.1999999993,,,,,,,119.76492309570312,923.014892578125,139.8246250152588,991.0298156738281,1,9,,,,,,,,,,,,,,,,,,
6405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,9, minutes ,952,133,543688.7999999989,,,,,,,119.76492309570312,923.014892578125,139.8246250152588,991.0298156738281,1,9,,,,,,,,,,,,,,,,,,
6455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,9, minutes ,958,132,543738.7999999989,,,,,,,119.76492309570312,923.014892578125,139.8246250152588,991.0298156738281,1,9,,,,,,,,,,,,,,,,,,
6503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,9, minutes ,965,131,543787,,,,,,,119.76492309570312,923.014892578125,139.8246250152588,991.0298156738281,1,9,,,,,,,,,,,,,,,,,,
6552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,9, minutes ,981,126,543835.6999999993,,,,,,,119.76492309570312,923.014892578125,139.8246250152588,991.0298156738281,1,9,,,,,,,,,,,,,,,,,,
6582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,,,900,1,9, minutes ,924,138,,hover,357.69999999925494,357.69999999925494,0.999561406091688,0.40512181748331677,19,109.79663562774658,923.0149040222168,149.79291248321533,991.0298309326172,1,9,,,,,,,,,,,,,,,,,,
