responseTime,ProlificId,ProlificID,SubjectId,SubjectID,study_key,source,demo_age,demo_country,demo_native_language,demo_other_languages,demo_other_languages_parsed,demo_exposure_pcts,demo_exposure_total_pct,demo_read_pcts,demo_read_total_pct,demo_speak_pcts,demo_speak_total_pct,demo_formal_education_years,demo_years_current_institution,demo_highest_education,demo_native_speaking,demo_native_understanding,demo_native_reading,demo_english_speaking,demo_english_understanding,demo_english_reading,demo_english_acquire_start_age,demo_english_fluent_age,demo_english_read_start_age,demo_english_read_fluent_age,demo_other_english_test,demo_other_english_test_score,cambridge_item,cambridge_selected,cambridge_correct_answer,cambridge_item_correct,cambridge_score,cambridge_max,cambridge_cefr,onestop_level_pair,onestop_level_block_order,onestop_level_assignment_rule,onestop_reading_article_count,onestop_reading_trial_count,onestop_article_selection_mode,onestop_manual_article_numbers,recordType,Experiment,Condition,onestop_level,onestop_article_number,onestop_paragraph_number,ItemId,presentation_order,Index,Word,mousePositionX,mousePositionY,sampleTimeMs,wordPositionTop,wordPositionLeft,wordPositionBottom,wordPositionRight,line_number,position_in_line,revealMode,clickDurationMs,hoverDurationMs,relativeXInWord,relativeYInWord,totalWordsInItem,response,response_correct,onestop_block_level,onestop_paragraph_index,prolific_pid,prolific_study_id,prolific_session_id,experiment_start_time,ParticipantId,experiment_end_time,experiment_duration,glb_ProlificId,glb_ProlificID,glb_SubjectId,glb_SubjectID,glb_study_key
2224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,6, the ,846,147,605180.9000000954,123.03125,840.515625,143.03125,870.546875,1,6,,,,,,,,,,,,,,,,,,,,,,
2271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,6, the ,846,147,605227.8000001907,123.03125,840.515625,143.03125,870.546875,1,6,,,,,,,,,,,,,,,,,,,,,,
2318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,6, the ,846,147,605275.100000143,123.03125,840.515625,143.03125,870.546875,1,6,,,,,,,,,,,,,,,,,,,,,,
2381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,6, the ,846,147,605337.4000000954,123.03125,840.515625,143.03125,870.546875,1,6,,,,,,,,,,,,,,,,,,,,,,
2415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,6, the ,856,147,605372,123.03125,840.515625,143.03125,870.546875,1,6,,,,,,,,,,,,,,,,,,,,,,
2430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,,,900,1,6, the ,841,146,,113.03125,840.515625,153.03125,870.546875,1,6,hover,364.7000000476837,364.7000000476837,0.9484911550468262,0.82421875,19,,,,,,,,,,,,,,,,
2466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,7, station ,894,146,605422.3000001907,123.03125,870.546875,143.03125,928.59375,1,7,,,,,,,,,,,,,,,,,,,,,,
2515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,7, station ,901,146,605471.9000000954,123.03125,870.546875,143.03125,928.59375,1,7,,,,,,,,,,,,,,,,,,,,,,
2566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,7, station ,905,147,605522.9000000954,123.03125,870.546875,143.03125,928.59375,1,7,,,,,,,,,,,,,,,,,,,,,,
2631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,7, station ,909,147,605587.2000000477,123.03125,870.546875,143.03125,928.59375,1,7,,,,,,,,,,,,,,,,,,,,,,
2678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,7, station ,909,147,605634.3000001907,123.03125,870.546875,143.03125,928.59375,1,7,,,,,,,,,,,,,,,,,,,,,,
2725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,7, station ,909,147,605681.5,123.03125,870.546875,143.03125,928.59375,1,7,,,,,,,,,,,,,,,,,,,,,,
2773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,7, station ,909,147,605729.100000143,123.03125,870.546875,143.03125,928.59375,1,7,,,,,,,,,,,,,,,,,,,,,,
2820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,7, station ,909,147,605776.5,123.03125,870.546875,143.03125,928.59375,1,7,,,,,,,,,,,,,,,,,,,,,,
2868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,7, station ,909,147,605824.2000000477,123.03125,870.546875,143.03125,928.59375,1,7,,,,,,,,,,,,,,,,,,,,,,
2881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,,,900,1,7, station ,874,146,,113.03125,870.546875,153.03125,928.59375,1,7,hover,451.09999990463257,451.09999990463257,0.9036339165545088,0.79921875,19,,,,,,,,,,,,,,,,
2917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,8, two ,960,142,605873.8000001907,123.03125,928.59375,143.03125,961.609375,1,8,,,,,,,,,,,,,,,,,,,,,,
2917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,,,900,1,8, two ,930,144,,113.03125,928.59375,153.03125,961.609375,1,8,hover,36.09999990463257,36.09999990463257,0.9512541410317085,0.72421875,19,,,,,,,,,,,,,,,,
2966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,9, minutes ,976,143,605923.100000143,123.03125,961.609375,143.03125,1029.640625,1,9,,,,,,,,,,,,,,,,,,,,,,
3018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,9, minutes ,983,145,605975,123.03125,961.609375,143.03125,1029.640625,1,9,,,,,,,,,,,,,,,,,,,,,,
3069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,9, minutes ,991,146,606025.3000001907,123.03125,961.609375,143.03125,1029.640625,1,9,,,,,,,,,,,,,,,,,,,,,,
3116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,9, minutes ,1004,148,606072.7000000477,123.03125,961.609375,143.03125,1029.640625,1,9,,,,,,,,,,,,,,,,,,,,,,
3171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,9, minutes ,1012,148,606127.5,123.03125,961.609375,143.03125,1029.640625,1,9,,,,,,,,,,,,,,,,,,,,,,
3228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,9, minutes ,1012,148,606184.9000000954,123.03125,961.609375,143.03125,1029.640625,1,9,,,,,,,,,,,,,,,,,,,,,,
3275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,9, minutes ,1012,148,606231.100000143,123.03125,961.609375,143.03125,1029.640625,1,9,,,,,,,,,,,,,,,,,,,,,,
3322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,9, minutes ,1012,148,606278.600000143,123.03125,961.609375,143.03125,1029.640625,1,9,,,,,,,,,,,,,,,,,,,,,,
3370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,9, minutes ,1012,148,606326.8000001907,123.03125,961.609375,143.03125,1029.640625,1,9,,,,,,,,,,,,,,,,,,,,,,
3413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,,,900,1,9, minutes ,964,142,,113.03125,961.609375,153.03125,1029.640625,1,9,hover,494.2000000476837,494.2000000476837,0.9023886081763896,0.84921875,19,,,,,,,,,,,,,,,,
3416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,10, early. ,1036,146,606372.3000001907,123.03125,1029.640625,143.03125,1077.328125,1,10,,,,,,,,,,,,,,,,,,,,,,
3466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,10, early. ,1077,146,606422.3000001907,123.03125,1029.640625,143.03125,1077.328125,1,10,,,,,,,,,,,,,,,,,,,,,,
3469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,,,900,1,10, early. ,1036,146,,113.03125,1029.640625,153.03125,1077.328125,1,10,hover,57.299999952316284,57.299999952316284,0.9931192660550459,0.82421875,19,,,,,,,,,,,,,,,,
3517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,11, Commuters ,1091,147,606473.7000000477,123.03125,1077.328125,143.03125,1175.34375,1,11,,,,,,,,,,,,,,,,,,,,,,
3566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,11, Commuters ,1100,147,606522.2000000477,123.03125,1077.328125,143.03125,1175.34375,1,11,,,,,,,,,,,,,,,,,,,,,,
3616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,11, Commuters ,1117,147,606573.100000143,123.03125,1077.328125,143.03125,1175.34375,1,11,,,,,,,,,,,,,,,,,,,,,,
3668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,11, Commuters ,1133,149,606624.2000000477,123.03125,1077.328125,143.03125,1175.34375,1,11,,,,,,,,,,,,,,,,,,,,,,
3718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,11, Commuters ,1149,150,606674.4000000954,123.03125,1077.328125,143.03125,1175.34375,1,11,,,,,,,,,,,,,,,,,,,,,,
3778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,11, Commuters ,1151,150,606734.7000000477,123.03125,1077.328125,143.03125,1175.34375,1,11,,,,,,,,,,,,,,,,,,,,,,
3825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,11, Commuters ,1151,150,606782.100000143,123.03125,1077.328125,143.03125,1175.34375,1,11,,,,,,,,,,,,,,,,,,,,,,
3872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,11, Commuters ,1151,150,606829.100000143,123.03125,1077.328125,143.03125,1175.34375,1,11,,,,,,,,,,,,,,,,,,,,,,
3921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,11, Commuters ,1151,150,606877.3000001907,123.03125,1077.328125,143.03125,1175.34375,1,11,,,,,,,,,,,,,,,,,,,,,,
3967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,11, Commuters ,1151,150,606923.100000143,123.03125,1077.328125,143.03125,1175.34375,1,11,,,,,,,,,,,,,,,,,,,,,,
4016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,11, Commuters ,1173,149,606972.100000143,123.03125,1077.328125,143.03125,1175.34375,1,11,,,,,,,,,,,,,,,,,,,,,,
4018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,,,900,1,11, Commuters ,1081,146,,113.03125,1077.328125,153.03125,1175.34375,1,11,hover,548.6000001430511,548.6000001430511,0.9760879961740794,0.89921875,19,,,,,,,,,,,,,,,,
4066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,12, stepped ,1203,149,607022.5,123.03125,1175.34375,143.03125,1244.40625,1,12,,,,,,,,,,,,,,,,,,,,,,
4119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,12, stepped ,1218,146,607075.3000001907,123.03125,1175.34375,143.03125,1244.40625,1,12,,,,,,,,,,,,,,,,,,,,,,
4168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,12, stepped ,1238,141,607124.2000000477,123.03125,1175.34375,143.03125,1244.40625,1,12,,,,,,,,,,,,,,,,,,,,,,
4185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,,,900,1,12, stepped ,1180,149,,113.03125,1175.34375,153.03125,1244.40625,1,12,hover,167.09999990463257,167.09999990463257,0.9796380090497737,0.67421875,19,,,,,,,,,,,,,,,,
4216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,13, into ,1251,140,607172.5,123.03125,1244.40625,143.03125,1273.4375,1,13,,,,,,,,,,,,,,,,,,,,,,
4280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,13, into ,1253,140,607236.2000000477,123.03125,1244.40625,143.03125,1273.4375,1,13,,,,,,,,,,,,,,,,,,,,,,
4326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,13, into ,1253,140,607283.100000143,123.03125,1244.40625,143.03125,1273.4375,1,13,,,,,,,,,,,,,,,,,,,,,,
4342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,,,900,1,13, into ,1245,140,,113.03125,1244.40625,153.03125,1273.4375,1,13,hover,157.10000014305115,157.10000014305115,0.19268030139935413,0.67421875,19,,,,,,,,,,,,,,,,
4355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,,,900,1,12, stepped ,1228,140,,113.03125,1175.34375,153.03125,1244.40625,1,12,hover,13.099999904632568,13.099999904632568,0.4004524886877828,0.72421875,19,,,,,,,,,,,,,,,,
4366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,11, Commuters ,1114,153,607322.5,123.03125,1077.328125,143.03125,1175.34375,1,11,,,,,,,,,,,,,,,,,,,,,,
4368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,,,900,1,11, Commuters ,1166,147,,113.03125,1077.328125,153.03125,1175.34375,1,11,hover,13.5,13.5,0.37414315319623787,0.99921875,19,,,,,,,,,,,,,,,,
4403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,,,900,1,19, raised. ,865,189,,153.03125,815.5,193.03125,873.134375,2,6,hover,6.799999952316284,6.799999952316284,0.8588624410345392,0.89921875,19,,,,,,,,,,,,,,,,
4417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,-1,999,816,195,607373.600000143,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,-1,999,772,195,607422.4000000954,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,18, collars ,765,192,607473.3000001907,163.03125,758.484375,183.03125,815.5,2,5,,,,,,,,,,,,,,,,,,,,,,
4579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,18, collars ,765,192,607536.100000143,163.03125,758.484375,183.03125,815.5,2,5,,,,,,,,,,,,,,,,,,,,,,
4625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,18, collars ,765,192,607582,163.03125,758.484375,183.03125,815.5,2,5,,,,,,,,,,,,,,,,,,,,,,
4672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,18, collars ,765,192,607628.4000000954,163.03125,758.484375,183.03125,815.5,2,5,,,,,,,,,,,,,,,,,,,,,,
4719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,18, collars ,765,192,607676,163.03125,758.484375,183.03125,815.5,2,5,,,,,,,,,,,,,,,,,,,,,,
4754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,,,900,1,18, collars ,768,193,,153.03125,758.484375,193.03125,815.5,2,5,hover,271.40000009536743,271.40000009536743,0.11427788435187723,0.97421875,19,,,,,,,,,,,,,,,,
4766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,17, their ,738,192,607722.7000000477,163.03125,718.453125,183.03125,758.484375,2,4,,,,,,,,,,,,,,,,,,,,,,
4774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,,,900,1,17, their ,756,192,,153.03125,718.453125,193.03125,758.484375,2,4,hover,19.899999856948853,19.899999856948853,0.1885245901639344,0.94921875,19,,,,,,,,,,,,,,,,
4796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,,,900,1,16, with ,715,189,,153.03125,681.4375,193.03125,718.453125,2,3,hover,22,22,0.28535246939636977,0.79921875,19,,,,,,,,,,,,,,,,
4818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,15, fog ,663,179,607774.4000000954,163.03125,651.40625,183.03125,681.4375,2,2,,,,,,,,,,,,,,,,,,,,,,
4841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,,,900,1,15, fog ,680,183,,153.03125,651.40625,193.03125,681.4375,2,2,hover,44.5,44.5,0.019771071800208116,0.57421875,19,,,,,,,,,,,,,,,,
4867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,14, the ,636,174,607823.8000001907,163.03125,621.375,183.03125,651.40625,2,1,,,,,,,,,,,,,,,,,,,,,,
4917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,14, the ,624,174,607873.600000143,163.03125,621.375,183.03125,651.40625,2,1,,,,,,,,,,,,,,,,,,,,,,
4970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,14, the ,622,174,607926.8000001907,163.03125,621.375,183.03125,651.40625,2,1,,,,,,,,,,,,,,,,,,,,,,
5017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,14, the ,622,174,607973.9000000954,163.03125,621.375,183.03125,651.40625,2,1,,,,,,,,,,,,,,,,,,,,,,
5080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,14, the ,622,174,608036.7000000477,163.03125,621.375,183.03125,651.40625,2,1,,,,,,,,,,,,,,,,,,,,,,
5126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,14, the ,622,174,608082.2000000477,163.03125,621.375,183.03125,651.40625,2,1,,,,,,,,,,,,,,,,,,,,,,
5172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,14, the ,622,174,608128.5,163.03125,621.375,183.03125,651.40625,2,1,,,,,,,,,,,,,,,,,,,,,,
5218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,14, the ,643,174,608174.2000000477,163.03125,621.375,183.03125,651.40625,2,1,,,,,,,,,,,,,,,,,,,,,,
5227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,,,900,1,14, the ,647,175,,153.03125,621.375,193.03125,651.40625,2,1,hover,386.7999999523163,386.7999999523163,0.886576482830385,0.52421875,19,,,,,,,,,,,,,,,,
5269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,15, fog ,669,174,608225.4000000954,163.03125,651.40625,183.03125,681.4375,2,2,,,,,,,,,,,,,,,,,,,,,,
5299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,,,900,1,15, fog ,654,174,,153.03125,651.40625,193.03125,681.4375,2,2,hover,71.20000004768372,71.20000004768372,0.918834547346514,0.57421875,19,,,,,,,,,,,,,,,,
5318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,16, with ,689,176,608274.4000000954,163.03125,681.4375,183.03125,718.453125,2,3,,,,,,,,,,,,,,,,,,,,,,
5366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,16, with ,704,176,608322.7000000477,163.03125,681.4375,183.03125,718.453125,2,3,,,,,,,,,,,,,,,,,,,,,,
5415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,,,900,1,16, with ,682,176,,153.03125,681.4375,193.03125,718.453125,2,3,hover,116.60000014305115,116.60000014305115,0.9877585479105108,0.59921875,19,,,,,,,,,,,,,,,,
5416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,17, their ,722,178,608372.4000000954,163.03125,718.453125,183.03125,758.484375,2,4,,,,,,,,,,,,,,,,,,,,,,
5467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,17, their ,732,179,608423.7000000477,163.03125,718.453125,183.03125,758.484375,2,4,,,,,,,,,,,,,,,,,,,,,,
5515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,17, their ,732,179,608472,163.03125,718.453125,183.03125,758.484375,2,4,,,,,,,,,,,,,,,,,,,,,,
5577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,17, their ,732,179,608533.5,163.03125,718.453125,183.03125,758.484375,2,4,,,,,,,,,,,,,,,,,,,,,,
5624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,17, their ,732,179,608580.600000143,163.03125,718.453125,183.03125,758.484375,2,4,,,,,,,,,,,,,,,,,,,,,,
5671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,17, their ,732,179,608627.600000143,163.03125,718.453125,183.03125,758.484375,2,4,,,,,,,,,,,,,,,,,,,,,,
5718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,17, their ,732,179,608674.3000001907,163.03125,718.453125,183.03125,758.484375,2,4,,,,,,,,,,,,,,,,,,,,,,
5765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,,,900,1,17, their ,722,178,,153.03125,718.453125,193.03125,758.484375,2,4,hover,349.5,349.5,0.9129586260733802,0.57421875,19,,,,,,,,,,,,,,,,
5765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,18, collars ,763,175,608722.100000143,163.03125,758.484375,183.03125,815.5,2,5,,,,,,,,,,,,,,,,,,,,,,
5816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,18, collars ,791,176,608772.3000001907,163.03125,758.484375,183.03125,815.5,2,5,,,,,,,,,,,,,,,,,,,,,,
5866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,18, collars ,806,179,608822.9000000954,163.03125,758.484375,183.03125,815.5,2,5,,,,,,,,,,,,,,,,,,,,,,
5921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,18, collars ,809,179,608877.2000000477,163.03125,758.484375,183.03125,815.5,2,5,,,,,,,,,,,,,,,,,,,,,,
5967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,18, collars ,812,179,608923.4000000954,163.03125,758.484375,183.03125,815.5,2,5,,,,,,,,,,,,,,,,,,,,,,
5983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,,,900,1,18, collars ,763,175,,153.03125,758.484375,193.03125,815.5,2,5,hover,218.5,218.5,0.9912304741024939,0.67421875,19,,,,,,,,,,,,,,,,
6017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,19, raised. ,830,183,608973.2000000477,163.03125,815.5,183.03125,869.53125,2,6,,,,,,,,,,,,,,,,,,,,,,
