responseTime,ProlificId,ProlificID,SubjectId,SubjectID,study_key,source,demo_age,demo_country,demo_native_language,demo_other_languages,demo_other_languages_parsed,demo_exposure_pcts,demo_exposure_total_pct,demo_read_pcts,demo_read_total_pct,demo_speak_pcts,demo_speak_total_pct,demo_formal_education_years,demo_years_current_institution,demo_highest_education,demo_native_speaking,demo_native_understanding,demo_native_reading,demo_english_speaking,demo_english_understanding,demo_english_reading,demo_english_acquire_start_age,demo_english_fluent_age,demo_english_read_start_age,demo_english_read_fluent_age,cambridge_item,cambridge_selected,cambridge_correct_answer,cambridge_item_correct,cambridge_score,cambridge_max,cambridge_cefr,onestop_level_pair,onestop_level_block_order,onestop_level_assignment_rule,onestop_reading_article_count,onestop_reading_trial_count,onestop_article_selection_mode,onestop_manual_article_numbers,recordType,Experiment,Condition,onestop_level,onestop_article_number,onestop_paragraph_number,ItemId,presentation_order,Index,Word,mousePositionX,mousePositionY,sampleTimeMs,wordPositionTop,wordPositionLeft,wordPositionBottom,wordPositionRight,line_number,position_in_line,revealMode,clickDurationMs,hoverDurationMs,relativeXInWord,relativeYInWord,totalWordsInItem,response,response_correct,onestop_block_level,onestop_paragraph_index,device,hand,prolific_pid,prolific_study_id,prolific_session_id,experiment_start_time,ParticipantId,experiment_end_time,experiment_duration,glb_ProlificId,glb_ProlificID,glb_SubjectId,glb_SubjectID,glb_study_key
14790,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,16,3,17,18,47, shirt ,1164,255,1461858.200000286,243.265625,1148.703125,263.265625,1187.71875,4,8,,,,,,,,,intermediate,3,,,,,,,,,,,,,,
14817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,16,3,17,18,47, shirt ,1149,255,,233.265625,1148.703125,273.265625,1187.71875,4,8,hover,216.40000009536743,216.40000009536743,0.21265518622346816,0.543359375,116,,,intermediate,3,,,,,,,,,,,,,,
14834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,16,3,17,18,46, polo ,1137,255,,233.265625,1109.65625,273.265625,1148.703125,4,7,hover,16.59999990463257,16.59999990463257,0.7002801120448179,0.543359375,116,,,intermediate,3,,,,,,,,,,,,,,
14850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,16,3,17,18,45," (€9), ",1100,255,,233.265625,1067.640625,273.265625,1109.65625,4,6,hover,16.59999990463257,16.59999990463257,0.7701747861658609,0.543359375,116,,,intermediate,3,,,,,,,,,,,,,,
14851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,16,3,17,18,44, socks ,1045,255,1461919.9000000954,243.265625,1016.625,263.265625,1067.640625,4,5,,,,,,,,,intermediate,3,,,,,,,,,,,,,,
14867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,16,3,17,18,44, socks ,1045,255,,233.265625,1016.625,273.265625,1067.640625,4,5,hover,16.700000286102295,16.700000286102295,0.5562021439509954,0.543359375,116,,,intermediate,3,,,,,,,,,,,,,,
14884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,16,3,17,18,43," (€26), ",985,256,,233.265625,964.59375,273.265625,1016.625,4,4,hover,16.799999713897705,16.799999713897705,0.3921921921921922,0.568359375,116,,,intermediate,3,,,,,,,,,,,,,,
14900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,16,3,17,18,42, underpants ,908,257,1461968.6000003815,243.265625,869.515625,263.265625,964.59375,4,3,,,,,,,,,intermediate,3,,,,,,,,,,,,,,
14900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,16,3,17,18,42, underpants ,908,257,,233.265625,869.515625,273.265625,964.59375,4,3,hover,16.700000286102295,16.700000286102295,0.4047658175842235,0.593359375,116,,,intermediate,3,,,,,,,,,,,,,,
14950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,16,3,17,18,41, French-produced ,835,258,,233.265625,727.4375,273.265625,869.515625,4,2,hover,49.69999980926514,49.69999980926514,0.00395908940943583,0.693359375,116,,,intermediate,3,,,,,,,,,,,,,,
14951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,16,3,17,18,40, alternatives: ,698,262,1462019.700000286,243.265625,625.375,263.265625,727.4375,4,1,,,,,,,,,intermediate,3,,,,,,,,,,,,,,
15001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,16,3,17,18,40, alternatives: ,655,266,1462069.4000000954,243.265625,625.375,263.265625,727.4375,4,1,,,,,,,,,intermediate,3,,,,,,,,,,,,,,
15051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,16,3,17,18,40, alternatives: ,637,270,1462119.700000286,243.265625,625.375,263.265625,727.4375,4,1,,,,,,,,,intermediate,3,,,,,,,,,,,,,,
15089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,16,3,17,18,40, alternatives: ,631,273,1462157.9000000954,243.265625,625.375,263.265625,727.4375,4,1,,,,,,,,,intermediate,3,,,,,,,,,,,,,,
15100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,16,3,17,18,40, alternatives: ,698,262,,233.265625,625.375,273.265625,727.4375,4,1,hover,150,150,0.05511328842620943,0.993359375,116,,,intermediate,3,,,,,,,,,,,,,,
15134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,16,3,17,18,49, espadrille ,629,274,,273.265625,625.375,313.265625,707.421875,5,1,hover,33.40000009536743,33.40000009536743,0.019805751285469433,0.043359375,116,,,intermediate,3,,,,,,,,,,,,,,
15136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,16,3,17,18,-1,999,624,277,1462204.6000003815,,,,,,,,,,,,,,,intermediate,3,,,,,,,,,,,,,,
15187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,16,3,17,18,-1,999,617,283,1462255.700000286,,,,,,,,,,,,,,,intermediate,3,,,,,,,,,,,,,,
15236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,16,3,17,18,-1,999,618,288,1462304.700000286,,,,,,,,,,,,,,,intermediate,3,,,,,,,,,,,,,,
15300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,16,3,17,18,49, espadrille ,629,292,1462368.700000286,283.265625,625.375,303.265625,707.421875,5,1,,,,,,,,,intermediate,3,,,,,,,,,,,,,,
15351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,16,3,17,18,49, espadrille ,665,298,1462419.6000003815,283.265625,625.375,303.265625,707.421875,5,1,,,,,,,,,intermediate,3,,,,,,,,,,,,,,
15387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,16,3,17,18,49, espadrille ,674,298,1462455.8000001907,283.265625,625.375,303.265625,707.421875,5,1,,,,,,,,,intermediate,3,,,,,,,,,,,,,,
15436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,16,3,17,18,49, espadrille ,679,298,1462504.8000001907,283.265625,625.375,303.265625,707.421875,5,1,,,,,,,,,intermediate,3,,,,,,,,,,,,,,
15486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,16,3,17,18,49, espadrille ,684,298,1462554.1000003815,283.265625,625.375,303.265625,707.421875,5,1,,,,,,,,,intermediate,3,,,,,,,,,,,,,,
15550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,16,3,17,18,49, espadrille ,684,298,1462618.200000286,283.265625,625.375,303.265625,707.421875,5,1,,,,,,,,,intermediate,3,,,,,,,,,,,,,,
15601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,16,3,17,18,49, espadrille ,684,298,1462669.700000286,283.265625,625.375,303.265625,707.421875,5,1,,,,,,,,,intermediate,3,,,,,,,,,,,,,,
15650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,16,3,17,18,49, espadrille ,684,298,1462718.700000286,283.265625,625.375,303.265625,707.421875,5,1,,,,,,,,,intermediate,3,,,,,,,,,,,,,,
15700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,16,3,17,18,49, espadrille ,684,298,1462768.8000001907,283.265625,625.375,303.265625,707.421875,5,1,,,,,,,,,intermediate,3,,,,,,,,,,,,,,
15750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,16,3,17,18,49, espadrille ,691,298,1462819,283.265625,625.375,303.265625,707.421875,5,1,,,,,,,,,intermediate,3,,,,,,,,,,,,,,
15787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,16,3,17,18,49, espadrille ,704,299,1462855.8000001907,283.265625,625.375,303.265625,707.421875,5,1,,,,,,,,,intermediate,3,,,,,,,,,,,,,,
15817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,16,3,17,18,49, espadrille ,629,292,,273.265625,625.375,313.265625,707.421875,5,1,hover,533.1000003814697,533.1000003814697,0.9948581222624262,0.643359375,116,,,intermediate,3,,,,,,,,,,,,,,
15843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,16,3,17,18,50, sandals ,713,299,1462911.1000003815,283.265625,707.421875,303.265625,774.46875,5,2,,,,,,,,,intermediate,3,,,,,,,,,,,,,,
15887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,16,3,17,18,50, sandals ,718,299,1462955.9000000954,283.265625,707.421875,303.265625,774.46875,5,2,,,,,,,,,intermediate,3,,,,,,,,,,,,,,
15951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,16,3,17,18,50, sandals ,732,300,1463019.8000001907,283.265625,707.421875,303.265625,774.46875,5,2,,,,,,,,,intermediate,3,,,,,,,,,,,,,,
16000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,16,3,17,18,50, sandals ,744,301,1463068.6000003815,283.265625,707.421875,303.265625,774.46875,5,2,,,,,,,,,intermediate,3,,,,,,,,,,,,,,
16051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,16,3,17,18,50, sandals ,771,301,1463119.5,283.265625,707.421875,303.265625,774.46875,5,2,,,,,,,,,intermediate,3,,,,,,,,,,,,,,
16067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,16,3,17,18,50, sandals ,710,299,,273.265625,707.421875,313.265625,774.46875,5,2,hover,250,250,0.9482638079701701,0.693359375,116,,,intermediate,3,,,,,,,,,,,,,,
16101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,16,3,17,18,51," (€26), ",788,301,1463169.8000001907,283.265625,774.46875,303.265625,826.5,5,3,,,,,,,,,intermediate,3,,,,,,,,,,,,,,
16151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,16,3,17,18,51," (€26), ",799,301,1463219.5,283.265625,774.46875,303.265625,826.5,5,3,,,,,,,,,intermediate,3,,,,,,,,,,,,,,
16187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,16,3,17,18,51," (€26), ",805,301,1463255.9000000954,283.265625,774.46875,303.265625,826.5,5,3,,,,,,,,,intermediate,3,,,,,,,,,,,,,,
16239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,16,3,17,18,51," (€26), ",814,301,1463307.9000000954,283.265625,774.46875,303.265625,826.5,5,3,,,,,,,,,intermediate,3,,,,,,,,,,,,,,
16286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,16,3,17,18,51," (€26), ",823,301,1463354.8000001907,283.265625,774.46875,303.265625,826.5,5,3,,,,,,,,,intermediate,3,,,,,,,,,,,,,,
16300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,16,3,17,18,51," (€26), ",777,301,,273.265625,774.46875,313.265625,826.5,5,3,hover,233.39999961853027,233.39999961853027,0.9327327327327327,0.693359375,116,,,intermediate,3,,,,,,,,,,,,,,
16337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,16,3,17,18,52, but ,836,300,1463406,283.265625,826.5,303.265625,856.53125,5,4,,,,,,,,,intermediate,3,,,,,,,,,,,,,,
16390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,16,3,17,18,52, but ,845,300,1463458.8000001907,283.265625,826.5,303.265625,856.53125,5,4,,,,,,,,,intermediate,3,,,,,,,,,,,,,,
16442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,16,3,17,18,52, but ,851,299,1463510.1000003815,283.265625,826.5,303.265625,856.53125,5,4,,,,,,,,,intermediate,3,,,,,,,,,,,,,,
16484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,16,3,17,18,52, but ,827,300,,273.265625,826.5,313.265625,856.53125,5,4,hover,183.30000019073486,183.30000019073486,0.9490114464099896,0.643359375,116,,,intermediate,3,,,,,,,,,,,,,,
16488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,16,3,17,18,53, no ,857,298,1463556.1000003815,283.265625,856.53125,303.265625,881.5625,5,5,,,,,,,,,intermediate,3,,,,,,,,,,,,,,
16551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,16,3,17,18,53, no ,867,298,1463619.5,283.265625,856.53125,303.265625,881.5625,5,5,,,,,,,,,intermediate,3,,,,,,,,,,,,,,
16600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,16,3,17,18,53, no ,873,297,1463668.6000003815,283.265625,856.53125,303.265625,881.5625,5,5,,,,,,,,,intermediate,3,,,,,,,,,,,,,,
16634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,16,3,17,18,53, no ,857,298,,273.265625,856.53125,313.265625,881.5625,5,5,hover,150,150,0.9375780274656679,0.568359375,116,,,intermediate,3,,,,,,,,,,,,,,
16637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,16,3,17,18,54, jeans ,884,296,1463705.9000000954,283.265625,881.5625,303.265625,929.609375,5,6,,,,,,,,,intermediate,3,,,,,,,,,,,,,,
16687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,16,3,17,18,54, jeans ,893,296,1463755.8000001907,283.265625,881.5625,303.265625,929.609375,5,6,,,,,,,,,intermediate,3,,,,,,,,,,,,,,
16736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,16,3,17,18,54, jeans ,906,295,1463804.9000000954,283.265625,881.5625,303.265625,929.609375,5,6,,,,,,,,,intermediate,3,,,,,,,,,,,,,,
16801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,16,3,17,18,54, jeans ,923,295,1463869.700000286,283.265625,881.5625,303.265625,929.609375,5,6,,,,,,,,,intermediate,3,,,,,,,,,,,,,,
16838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,16,3,17,18,54, jeans ,929,295,1463906.8000001907,283.265625,881.5625,303.265625,929.609375,5,6,,,,,,,,,intermediate,3,,,,,,,,,,,,,,
16850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,16,3,17,18,54, jeans ,884,296,,273.265625,881.5625,313.265625,929.609375,5,6,hover,216.69999980926514,216.69999980926514,0.9873170731707317,0.543359375,116,,,intermediate,3,,,,,,,,,,,,,,
16886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,16,3,17,18,55, because ,938,295,1463954.8000001907,283.265625,929.609375,303.265625,1002.671875,5,7,,,,,,,,,intermediate,3,,,,,,,,,,,,,,
16936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,16,3,17,18,55, because ,951,295,1464004.8000001907,283.265625,929.609375,303.265625,1002.671875,5,7,,,,,,,,,intermediate,3,,,,,,,,,,,,,,
16988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,16,3,17,18,55, because ,963,295,1464056.9000000954,283.265625,929.609375,303.265625,1002.671875,5,7,,,,,,,,,intermediate,3,,,,,,,,,,,,,,
17036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,16,3,17,18,55, because ,971,295,1464104.1000003815,283.265625,929.609375,303.265625,1002.671875,5,7,,,,,,,,,intermediate,3,,,,,,,,,,,,,,
17101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,16,3,17,18,55, because ,987,295,1464169.5,283.265625,929.609375,303.265625,1002.671875,5,7,,,,,,,,,intermediate,3,,,,,,,,,,,,,,
17150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,16,3,17,18,55, because ,996,295,1464218.700000286,283.265625,929.609375,303.265625,1002.671875,5,7,,,,,,,,,intermediate,3,,,,,,,,,,,,,,
17167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,16,3,17,18,55, because ,931,295,,273.265625,929.609375,313.265625,1002.671875,5,7,hover,316.7000002861023,316.7000002861023,0.9908041060735672,0.543359375,116,,,intermediate,3,,,,,,,,,,,,,,
17186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,16,3,17,18,56, none ,1011,295,1464254.700000286,283.265625,1002.671875,303.265625,1047.71875,5,8,,,,,,,,,intermediate,3,,,,,,,,,,,,,,
17237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,16,3,17,18,56, none ,1021,295,1464306,283.265625,1002.671875,303.265625,1047.71875,5,8,,,,,,,,,intermediate,3,,,,,,,,,,,,,,
17286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,16,3,17,18,56, none ,1031,295,1464354.8000001907,283.265625,1002.671875,303.265625,1047.71875,5,8,,,,,,,,,intermediate,3,,,,,,,,,,,,,,
17351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,16,3,17,18,56, none ,1043,295,1464419.6000003815,283.265625,1002.671875,303.265625,1047.71875,5,8,,,,,,,,,intermediate,3,,,,,,,,,,,,,,
17384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,16,3,17,18,56, none ,1007,295,,273.265625,1002.671875,313.265625,1047.71875,5,8,hover,216.59999990463257,216.59999990463257,0.9396462018730489,0.543359375,116,,,intermediate,3,,,,,,,,,,,,,,
17388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,16,3,17,18,57, are ,1048,295,1464456.9000000954,283.265625,1047.71875,303.265625,1078.75,5,9,,,,,,,,,intermediate,3,,,,,,,,,,,,,,
17436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,16,3,17,18,57, are ,1057,295,1464504.9000000954,283.265625,1047.71875,303.265625,1078.75,5,9,,,,,,,,,intermediate,3,,,,,,,,,,,,,,
17486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,16,3,17,18,57, are ,1067,295,1464554.9000000954,283.265625,1047.71875,303.265625,1078.75,5,9,,,,,,,,,intermediate,3,,,,,,,,,,,,,,
17537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,16,3,17,18,57, are ,1078,295,1464605.700000286,283.265625,1047.71875,303.265625,1078.75,5,9,,,,,,,,,intermediate,3,,,,,,,,,,,,,,
17550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,16,3,17,18,57, are ,1048,295,,273.265625,1047.71875,313.265625,1078.75,5,9,hover,166.59999990463257,166.59999990463257,0.9758308157099698,0.543359375,116,,,intermediate,3,,,,,,,,,,,,,,
17600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,16,3,17,18,58, produced ,1089,295,1464668.6000003815,283.265625,1078.75,303.265625,1158.8125,5,10,,,,,,,,,intermediate,3,,,,,,,,,,,,,,
17650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,16,3,17,18,58, produced ,1106,295,1464718.8000001907,283.265625,1078.75,303.265625,1158.8125,5,10,,,,,,,,,intermediate,3,,,,,,,,,,,,,,
17686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,16,3,17,18,58, produced ,1128,295,1464754.700000286,283.265625,1078.75,303.265625,1158.8125,5,10,,,,,,,,,intermediate,3,,,,,,,,,,,,,,
17750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,16,3,17,18,58, produced ,1146,295,1464818.6000003815,283.265625,1078.75,303.265625,1158.8125,5,10,,,,,,,,,intermediate,3,,,,,,,,,,,,,,
17784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,16,3,17,18,58, produced ,1081,295,,273.265625,1078.75,313.265625,1158.8125,5,10,hover,233.40000009536743,233.40000009536743,0.9648711943793911,0.543359375,116,,,intermediate,3,,,,,,,,,,,,,,
17788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,16,3,17,18,59, in ,1160,295,1464856.8000001907,283.265625,1158.8125,303.265625,1177.828125,5,11,,,,,,,,,intermediate,3,,,,,,,,,,,,,,
17851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,16,3,17,18,59, in ,1174,295,1464919.9000000954,283.265625,1158.8125,303.265625,1177.828125,5,11,,,,,,,,,intermediate,3,,,,,,,,,,,,,,
17867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,16,3,17,18,59, in ,1160,295,,273.265625,1158.8125,313.265625,1177.828125,5,11,hover,83.30000019073486,83.30000019073486,0.7986852917009039,0.543359375,116,,,intermediate,3,,,,,,,,,,,,,,
17900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,16,3,17,18,60, France. ,1183,295,1464968.6000003815,283.265625,1177.828125,303.265625,1238.859375,5,12,,,,,,,,,intermediate,3,,,,,,,,,,,,,,
17950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,16,3,17,18,60, France. ,1193,295,1465018.700000286,283.265625,1177.828125,303.265625,1238.859375,5,12,,,,,,,,,intermediate,3,,,,,,,,,,,,,,
17995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,16,3,17,18,60, France. ,1193,295,1465063.1000003815,283.265625,1177.828125,303.265625,1238.859375,5,12,,,,,,,,,intermediate,3,,,,,,,,,,,,,,
18017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,16,3,17,18,60, France. ,1178,295,,273.265625,1177.828125,313.265625,1238.859375,5,12,hover,150.09999990463257,150.09999990463257,0.18305171530977982,0.543359375,116,,,intermediate,3,,,,,,,,,,,,,,
18034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,16,3,17,18,59, in ,1173,295,,273.265625,1158.8125,313.265625,1177.828125,5,11,hover,16.799999713897705,16.799999713897705,0.7460969597370584,0.543359375,116,,,intermediate,3,,,,,,,,,,,,,,
18051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,16,3,17,18,58, produced ,1097,292,1465119.8000001907,283.265625,1078.75,303.265625,1158.8125,5,10,,,,,,,,,intermediate,3,,,,,,,,,,,,,,
18067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,16,3,17,18,58, produced ,1141,294,,273.265625,1078.75,313.265625,1158.8125,5,10,hover,33.200000286102295,33.200000286102295,0.22794691647150664,0.468359375,116,,,intermediate,3,,,,,,,,,,,,,,
18084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,16,3,17,18,56, none ,1034,292,,273.265625,1002.671875,313.265625,1047.71875,5,8,hover,16.699999809265137,16.699999809265137,0.6954561220950399,0.468359375,116,,,intermediate,3,,,,,,,,,,,,,,
18100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,16,3,17,18,55, because ,964,291,,273.265625,929.609375,313.265625,1002.671875,5,7,hover,16.59999990463257,16.59999990463257,0.47070145423438836,0.443359375,116,,,intermediate,3,,,,,,,,,,,,,,
